transaction_id,card_id,merchant_name,amount,location,timestamp,transaction_type,related_transaction_id,status
405,60,Miller Inc,4218.13,"319 Dustin Shoal, Brianhaven, WV 31118",2025-04-04T15:50:48,wire_transfer,,declined
406,36,"Weber, Shannon and Ramirez",2413.7,"6320 William Fords Apt. 553, Shellyport, WV 77375",2025-04-04T16:06:12,wire_transfer,,declined
407,69,"Strickland, Wallace and Leon",30.03,"461 Mann Forest Suite 982, Brewermouth, DC 63737",2025-04-04T16:19:14,atm_withdrawal,,declined
408,64,"Tanner, Torres and Hunter",94.45,"65085 Stephanie Meadow, South Teresamouth, FM 71913",2025-04-04T16:26:01,atm_withdrawal,,declined
409,24,Bailey-Vega,-207.61,"561 Parks Manors Suite 415, South Matthewshire, ND 40956",2025-04-04T16:31:36,refund,,pending
410,56,Baker LLC,4496.62,"Unit 5068 Box 7502, DPO AP 99551",2025-04-04T16:36:48,wire_transfer,,declined
411,59,Rodriguez Inc,2970.07,"374 Crawford Road Suite 571, Jamesmouth, DC 96518",2025-04-04T16:49:28,wire_transfer,,declined
412,28,"Peterson, Palmer and Wilson",4099.17,"Unit 7579 Box 5103, DPO AA 86964",2025-04-04T16:53:57,p2p_transfer,,declined
413,11,Davis-Garrett,1821.12,"065 Flores Path Suite 000, Lake Erika, OH 08122",2025-04-04T17:20:55,purchase,,declined
414,35,Walker LLC,512.33,"49152 Coleman Fort Apt. 949, Watsonside, MA 94362",2025-04-04T17:29:03,bill_payment,,declined
415,51,Gomez Inc,835.43,"59809 Michael Plaza, Allenshire, TX 93348",2025-04-04T17:37:40,bill_payment,,pending
416,67,"Garcia, Gates and Rosario",4229.09,"5957 Charles Rest Suite 581, Christensenmouth, NJ 22585",2025-04-04T17:38:37,p2p_transfer,,declined
417,5,Davis PLC,435.09,"USNV Hartman, FPO AP 68348",2025-04-04T17:45:10,atm_withdrawal,,declined
418,28,James Inc,1934.36,"554 John Unions, Port Pamelaview, NH 97396",2025-04-04T17:46:01,purchase,,declined
419,35,"Clements, Smith and Smith",383.5,"41804 Crystal Row Suite 422, Nancyport, IN 31051",2025-04-04T17:46:41,bill_payment,,declined
420,7,"Thompson, Wilson and Allen",-226.78,"354 Christopher Meadows Apt. 990, Simstown, OR 79523",2025-04-04T17:56:28,refund,,pending
421,64,Wilson Ltd,1269.71,"4184 Richard Meadows Apt. 925, Geoffreyborough, NE 33330",2025-04-04T19:03:31,wire_transfer,,declined
422,3,Nichols Inc,578.55,"1586 Frank Walks Suite 431, North Kaylaburgh, WV 80536",2025-04-04T19:07:12,p2p_transfer,,declined
423,17,Parker Inc,-397.59,"0805 Brittany Green, Port Dianefurt, OK 33336",2025-04-04T19:13:30,refund,,pending
424,69,Jones-Morrison,157.78,"8649 Robinson Loaf, Evansville, UT 88559",2025-04-04T19:31:02,purchase,,declined
425,25,Davis-Johnson,4607.44,"88996 Erik Plaza Suite 589, Clarkstad, AS 43195",2025-04-04T19:40:35,p2p_transfer,,declined
426,17,Bowen-Bates,-437.02,"322 Randy Ports Suite 315, Rodriguezland, MD 78779",2025-04-04T19:43:30,refund,,pending
427,64,"Smith, Duffy and Oneal",183.37,"6075 Stout Parkways, West Erictown, KS 18298",2025-04-04T19:58:25,bill_payment,,declined
428,53,Cook LLC,713.91,"25509 Johnson Parkways Suite 219, Timothyside, DC 81231",2025-04-04T20:04:09,bill_payment,,declined
429,36,"Khan, Hanna and Jacobs",-524.06,"27410 Joshua Roads Suite 188, Holmesfurt, AZ 63278",2025-04-04T20:31:50,cancellation,303,pending
430,30,"Haynes, Cherry and Carter",70.8,"72238 Parker Flat, Davisview, KY 33243",2025-04-04T20:34:53,purchase,,declined
431,45,Gibson-Baker,4165.46,"161 Strickland Track, Tinahaven, ID 72174",2025-04-04T20:36:42,wire_transfer,,declined
432,56,Johnson Inc,1056.99,"USS Johnson, FPO AE 28045",2025-04-04T20:41:25,purchase,,declined
433,3,"Manning, Maxwell and Mcdonald",-455.47,"8984 Steven Extension Apt. 498, Dianastad, WV 75622",2025-04-04T20:49:13,refund,,pending
434,34,"Hall, Howell and Patterson",3491.21,"459 Steven Drives Apt. 051, West Rachelshire, ME 65257",2025-04-04T20:54:35,p2p_transfer,,pending
435,57,"Wilkinson, Young and Duarte",-459.31,"8774 Christopher Light Suite 375, North Jamesville, SD 24240",2025-04-04T21:06:48,refund,,pending
436,9,Valdez PLC,1355.22,"86294 Christina Roads, South Derrick, MT 18199",2025-04-04T21:09:31,wire_transfer,,declined
437,66,Lee-Moran,1215.8,"146 Stewart Centers Apt. 828, Mooneymouth, MD 12001",2025-04-04T21:27:49,p2p_transfer,,declined
438,68,Bell and Sons,317.37,"9711 Steven Wall Apt. 093, Davischester, MO 80747",2025-04-04T22:13:54,bill_payment,,declined
439,9,Williams-Stephens,1771.63,"05651 Daniel Springs Apt. 285, South Ianmouth, ND 37467",2025-04-04T22:14:42,purchase,,declined
440,51,Leblanc and Sons,55.96,"3672 Morris Vista Suite 117, Woodchester, PA 93105",2025-04-04T22:14:53,atm_withdrawal,,pending
441,24,Mcdaniel Group,207.47,"887 Timothy Estate, Williamsland, ID 41264",2025-04-04T22:23:30,bill_payment,,declined
442,60,Alvarez Ltd,220.72,"54231 Mathews Way Suite 571, Sandraview, MS 09880",2025-04-04T23:02:50,bill_payment,,declined
443,4,Brown-Morton,76.71,"6571 Sarah Fall, North Thomashaven, PA 99802",2025-04-04T23:04:28,purchase,,declined
444,60,Ward-Webster,70.74,"Unit 8478 Box 9080, DPO AE 42998",2025-04-04T23:10:04,bill_payment,,declined
445,57,Smith-Clark,1478.61,"2080 Pacheco Mill, Danielburgh, CA 80415",2025-04-04T23:12:44,p2p_transfer,,declined
446,54,Williams-Roberts,485.63,"6088 James Branch, Lake David, AZ 94578",2025-04-04T23:17:23,wire_transfer,,declined
447,27,Singh-Moody,3555.01,"3940 Snyder Shore Suite 966, New Gailstad, WA 38801",2025-04-04T23:34:41,p2p_transfer,,declined
448,13,Wright-Manning,28.31,"7248 Robert Walk, Emilymouth, MT 52794",2025-04-04T23:47:27,atm_withdrawal,,declined
449,38,Butler PLC,-153.24,"59766 Arias Stravenue Suite 988, North Shaunberg, MS 88317",2025-04-04T23:53:32,refund,,pending
450,30,Maxwell-Lynch,224.75,"039 Nicholson Station Apt. 042, New Julie, IL 19207",2025-04-05T01:03:51,atm_withdrawal,,declined
451,5,"Jones, Acosta and Moore",4576.1,"29581 Marissa Common, New Jessica, MD 31689",2025-04-05T01:15:36,wire_transfer,,declined
452,56,Kramer Group,-258.57,"7319 Daniel Ville, East Walter, KS 17083",2025-04-05T01:16:26,refund,,pending
453,38,Dunn-Hall,3239.27,"930 Larson Loop Apt. 438, Greenechester, AL 05144",2025-04-05T01:20:18,p2p_transfer,,declined
454,63,Edwards-Perry,55.95,"0202 Timothy Mills, Hicksburgh, NH 54589",2025-04-05T01:26:39,atm_withdrawal,,pending
455,54,Mcdaniel Group,-41.98,"0550 Velasquez Shore Apt. 195, Port Grant, WY 45995",2025-04-05T01:45:29,refund,,pending
456,57,Fox Ltd,-486.12,"8340 Turner Courts Apt. 960, Jonathanburgh, VT 99510",2025-04-05T01:55:50,refund,,pending
457,72,Ruiz Inc,3225.96,"20098 James Hollow, East Kathleen, SC 30928",2025-04-05T02:07:16,p2p_transfer,,declined
458,12,"James, Ross and Perez",-387.55,"Unit 3972 Box 9411, DPO AP 18217",2025-04-05T02:14:01,refund,,pending
459,28,Kramer-Shelton,-388.49,"069 Robert Parkway Suite 445, North Samantha, NY 56618",2025-04-05T02:21:41,refund,,pending
460,15,Wright PLC,-183.36,"9618 Thomas Route Apt. 597, Lake Sarahfort, SD 09734",2025-04-05T02:23:57,refund,,pending
461,72,Green-Ramos,1938.01,"3904 Matthew Row, Jennifermouth, SD 42640",2025-04-05T02:40:45,purchase,,declined
462,11,"Kramer, Cox and Jensen",307.09,"PSC 0637, Box 5518, APO AA 38036",2025-04-05T03:00:36,atm_withdrawal,,declined
463,27,"Mcdonald, Hale and Todd",-125.55,"56013 Davis Plain Suite 373, West Melissa, CA 22144",2025-04-05T03:16:57,refund,,pending
464,55,Simmons-Roberts,4410.79,"2909 Pierce Knoll, Mcdanielberg, MD 13778",2025-04-05T03:17:03,wire_transfer,,pending
465,14,"Buchanan, Carter and Rodriguez",405.91,"1785 Lisa Key Suite 413, New Emilyhaven, WV 73773",2025-04-05T03:31:30,atm_withdrawal,,declined
466,26,Martinez Ltd,73.3,"930 Eddie Oval, Ianville, MP 74781",2025-04-05T03:36:00,atm_withdrawal,,declined
467,15,"Burns, Jimenez and Wu",1540.71,"14518 Walker Court, West Markland, AK 13590",2025-04-05T03:52:59,p2p_transfer,,declined
468,43,Collins Group,-478.91,"44533 Nicholas Meadow Suite 715, East Shannonport, MI 80107",2025-04-05T03:58:53,refund,,pending
469,29,"Rodgers, Jennings and Todd",1572.47,"697 Tara Island Suite 713, Markmouth, WY 63582",2025-04-05T03:59:41,p2p_transfer,,declined
470,45,Burns and Sons,386.18,"805 Lawrence Fords, Sarahport, DE 02846",2025-04-05T04:10:22,atm_withdrawal,,declined
471,13,"Santana, Summers and Holloway",2353.15,"Unit 6802 Box 7983, DPO AA 46579",2025-04-05T04:56:12,wire_transfer,,declined
472,12,Rios LLC,-178.93,"57196 Perez Branch, Christopherland, PA 51670",2025-04-05T05:07:40,refund,,pending
473,33,Riddle-Singh,1203.74,"29772 Michael Flats Apt. 018, Richardfurt, AR 41441",2025-04-05T05:09:54,purchase,,declined
474,54,Howard-Boyd,1312.39,"47856 Shaffer Lodge, Port Chrischester, LA 31493",2025-04-05T05:16:34,wire_transfer,,pending
475,64,Robinson-Jimenez,29.99,"83922 Michael Port, North Reginaldburgh, MP 34965",2025-04-05T05:19:34,atm_withdrawal,,declined
476,40,"Schneider, Boyd and Stephens",225.27,"827 Nunez Brook Apt. 793, Toddmouth, MA 98779",2025-04-05T05:20:23,atm_withdrawal,,declined
477,19,Brooks-Davis,256.8,"8855 Esparza Meadows, Lake Diana, DE 80639",2025-04-05T05:21:58,bill_payment,,pending
478,37,Ward Inc,4731.15,"156 Swanson Grove Apt. 869, Danielmouth, OR 25752",2025-04-05T05:24:16,p2p_transfer,,declined
479,22,"Gray, Lucas and Valenzuela",65.5,"36301 Hinton Ways, Laneborough, VT 02859",2025-04-05T05:37:26,atm_withdrawal,,declined
480,17,Perez-Noble,195.03,"437 Kimberly Heights Apt. 648, Heatherborough, VI 02908",2025-04-05T05:59:43,bill_payment,,declined
481,56,"Cohen, Valdez and Wagner",112.58,"6735 Lopez Turnpike, Port Meghanside, TX 81303",2025-04-05T06:10:16,purchase,,declined
482,8,Coleman Ltd,890.11,"549 Paul Springs Suite 212, New Denise, FM 54939",2025-04-05T06:15:07,bill_payment,,declined
483,39,Tran-Moore,-253.44,"599 James Mills, West Michaelville, MA 62469",2025-04-05T06:26:51,refund,,pending
484,20,Griffith PLC,-235.43,"87669 Jay Trail, Barbarafurt, ME 12805",2025-04-05T06:29:08,refund,,pending
485,63,Diaz Group,1592.54,"390 Thomas Mill Suite 236, West David, CT 09049",2025-04-05T06:40:00,purchase,,declined
486,48,Warner-Joseph,1024.57,"531 Barrett Mountains, New Timothytown, NC 77212",2025-04-05T06:47:32,purchase,,pending
487,22,Carpenter Group,3564.35,"PSC 4395, Box 0152, APO AA 15896",2025-04-05T07:02:19,p2p_transfer,,declined
488,64,Price Inc,189.7,"5352 Gardner Union Suite 885, Nicoleport, AS 46183",2025-04-05T07:19:18,bill_payment,,declined
489,15,"Baker, Washington and Black",1383.52,"299 Tyler Lock Suite 095, Johnside, CO 39686",2025-04-05T07:37:55,purchase,,pending
490,4,Alexander LLC,406.28,"9799 Olivia Knoll, West Cherylmouth, MS 98228",2025-04-05T07:40:06,atm_withdrawal,,declined
491,22,Collins Group,393.93,"Unit 5439 Box 8671, DPO AP 51818",2025-04-05T07:59:01,purchase,,declined
492,49,Rogers and Sons,-412.59,"442 Ronald Overpass, Laneport, AL 22537",2025-04-05T08:04:57,refund,,pending
493,30,"Hall, Delgado and Bolton",333.74,"892 Russell Bridge Suite 754, Abigailport, GA 65100",2025-04-05T08:28:23,atm_withdrawal,,declined
494,66,Collins Inc,502.38,"497 Martinez Harbor, Smithfurt, AL 07659",2025-04-05T08:39:29,p2p_transfer,,declined
495,1,Suarez-Williams,631.29,"6996 Daniel Parkway Suite 714, North Jimmytown, LA 35288",2025-04-05T08:47:23,wire_transfer,,declined
496,60,Newton Inc,196.55,"7445 James Creek Apt. 743, New Alisonport, SC 25711",2025-04-05T08:54:33,atm_withdrawal,,pending
497,19,Young PLC,287.0,"5003 Anita Shoals Suite 413, New Christinaburgh, GA 51494",2025-04-05T08:56:35,atm_withdrawal,,declined
498,31,"Flores, Gonzales and Lopez",962.76,"57985 Kelly Coves, West Samuelberg, ID 98355",2025-04-05T09:28:58,p2p_transfer,,pending
499,54,"Jones, Diaz and Baker",2042.7,"Unit 1422 Box 9228, DPO AP 66626",2025-04-05T09:34:08,p2p_transfer,,declined
500,69,Perez-Herrera,3541.59,"43266 Andrew Haven Apt. 841, New Tina, WY 44211",2025-04-05T09:34:38,wire_transfer,,declined
501,58,"Mcbride, Anderson and Barker",295.95,"56559 Robert Locks, Caitlinborough, MI 07741",2025-04-05T09:35:00,p2p_transfer,,declined
502,57,Beasley-Hoover,1934.27,"8205 Diaz Dam, Lake Darrenfurt, GU 41744",2025-04-05T09:46:01,purchase,,declined
503,15,Smith and Sons,146.87,"PSC 0091, Box 2294, APO AE 76673",2025-04-05T09:48:14,atm_withdrawal,,declined
504,23,Salinas-Reeves,-330.32,"1120 Harrison Inlet, South Christinachester, NE 45450",2025-04-05T09:51:08,refund,,pending
505,58,Bryant Inc,2061.8,"58925 Scott Shoal, Stephaniehaven, TX 66413",2025-04-05T10:00:30,p2p_transfer,,declined
506,57,"Oconnor, Kirby and Miller",284.61,"338 Love Mountains Suite 737, East Lisa, SC 06126",2025-04-05T10:04:15,atm_withdrawal,,declined
507,71,Brown-Li,1560.38,"323 Krista Freeway Apt. 393, Bentleystad, WA 93130",2025-04-05T10:30:18,wire_transfer,,declined
508,33,Johnson Inc,1792.72,"68529 Sarah Keys, Michaelview, SC 30380",2025-04-05T10:36:39,purchase,,declined
509,27,Scott-Green,1614.21,"8963 Christian Tunnel, Morrisborough, UT 50578",2025-04-05T10:40:55,purchase,,pending
510,56,Price-Davis,925.53,"487 Steven Branch Suite 063, Michelleton, OK 25421",2025-04-05T10:56:32,bill_payment,,declined
511,37,"Mcguire, Wilson and Allen",-345.96,"2768 Nathaniel Brook Suite 757, Andrewborough, WI 09426",2025-04-05T12:04:05,refund,,pending
512,5,Grant PLC,668.73,"800 Annette Isle, North Jamesside, SC 19539",2025-04-05T12:04:16,purchase,,pending
513,30,"Gregory, Nixon and Williams",-46.77,"461 Flores Cliff, Devinland, IN 93643",2025-04-05T12:15:03,refund,,pending
514,10,"Horton, Atkins and Walsh",172.78,"0338 Jordan Neck, South Seanside, VI 71287",2025-04-05T12:27:35,atm_withdrawal,,declined
515,68,Clay-Baker,456.02,"3551 Li Turnpike, Lake Emilyton, CO 96509",2025-04-05T12:30:13,atm_withdrawal,,declined
516,70,"Davis, Marshall and Mckinney",880.03,"56845 Michelle Land Apt. 577, Elizabethhaven, MT 50221",2025-04-05T12:41:11,wire_transfer,,declined
517,29,"Smith, Alexander and Anderson",-69.15,"6878 Griffin Route Suite 519, West Jerome, SD 61154",2025-04-05T12:53:00,refund,,pending
518,11,Wagner LLC,-106.0,"60513 Sanchez Highway, Lake Alexandertown, UT 19724",2025-04-05T13:20:38,refund,,pending
519,62,King Inc,4310.07,"2190 Christopher Haven, Kristinabury, VA 88022",2025-04-05T13:41:19,p2p_transfer,,declined
520,29,Anderson-Bailey,2113.85,"7309 Ochoa Springs, Stanleyborough, CO 05061",2025-04-05T14:37:15,p2p_transfer,,declined
521,13,Evans Inc,196.15,"613 Katherine Field, Andrestad, NH 08503",2025-04-05T14:38:17,atm_withdrawal,,declined
522,9,"Hodge, Harris and Bishop",809.65,"1218 Anderson Place Suite 190, West Linda, WV 20283",2025-04-05T14:49:19,p2p_transfer,,declined
523,38,"Hardy, Townsend and Brooks",936.04,"045 Martinez Squares Suite 953, Walkerborough, GU 22576",2025-04-05T15:35:23,p2p_transfer,,declined
524,58,Mitchell-Herrera,516.76,"5290 Lawrence Field, Jessicamouth, NC 95680",2025-04-05T16:15:19,p2p_transfer,,declined
525,66,"Ayers, Smith and Jensen",64.57,"14585 Brittney Alley Suite 701, Perryport, MD 55405",2025-04-05T16:17:35,bill_payment,,declined
526,63,Bailey-Garza,378.39,"207 Snow Plaza Apt. 853, East Mariaberg, PA 10074",2025-04-05T16:26:00,atm_withdrawal,,declined
527,13,Anderson Ltd,3141.59,"90821 Laura Loaf Suite 100, Kennethstad, PR 54363",2025-04-05T16:36:27,wire_transfer,,declined
528,27,"Maxwell, Quinn and Herrera",4875.15,"USNV Franklin, FPO AA 90490",2025-04-05T16:57:46,wire_transfer,,declined
529,26,"Marshall, Hill and Boyd",2087.93,"Unit 4306 Box 8595, DPO AP 02915",2025-04-05T17:11:37,wire_transfer,,declined
530,62,Reed-Ramirez,1349.08,"40240 Omar Motorway Suite 784, Emilyport, AR 92102",2025-04-05T17:37:40,purchase,,declined
531,16,"Graham, Williams and Shaw",85.23,"60249 Jay Village Apt. 316, Lake Tiffany, VT 90455",2025-04-05T17:46:51,atm_withdrawal,,declined
532,45,Gomez Ltd,556.19,"8121 Scott Views, Jacksontown, GA 53916",2025-04-05T18:02:51,p2p_transfer,,declined
533,15,Shaw Group,273.82,"99674 Dennis Circle, North Edgar, UT 84485",2025-04-05T18:09:48,atm_withdrawal,,declined
534,30,Velasquez Group,2487.66,"9438 Anderson Vista, North Keithport, SC 85641",2025-04-05T18:38:42,wire_transfer,,declined
535,14,Washington LLC,4782.68,"950 Williams Field, Roberthaven, IA 95173",2025-04-05T18:41:42,p2p_transfer,,declined
536,38,Fowler Inc,-209.28,"14345 Simon River Suite 819, West Henryberg, MT 20643",2025-04-05T19:04:21,refund,,pending
537,35,Freeman-Arroyo,4108.96,"PSC 6106, Box 0084, APO AP 68377",2025-04-05T19:04:43,wire_transfer,,declined
538,42,"Ross, Peters and Perez",437.98,"34120 Samantha Trace, North Beverlymouth, WY 78172",2025-04-05T19:18:09,purchase,,declined
539,70,"Myers, Beard and Ramirez",-281.5,"376 Morton Alley Apt. 541, Paynefort, OK 56321",2025-04-05T19:54:05,refund,,pending
540,46,Glover-Bowman,746.1,"950 Travis Shoal, Tinahaven, WV 92678",2025-04-05T20:00:03,bill_payment,,declined
541,59,Key LLC,120.87,"6712 Le Pines Suite 564, West Kimbury, TN 88694",2025-04-05T20:03:11,atm_withdrawal,,declined
542,56,Tapia-Willis,702.4,"760 Carson Trace Apt. 083, New Meganshire, NC 31829",2025-04-05T20:18:05,bill_payment,,declined
543,4,Burke-Carroll,84.1,"17445 Catherine Place Apt. 154, Colefurt, MP 62703",2025-04-05T20:21:42,atm_withdrawal,,declined
544,67,Martin Ltd,1403.65,"254 Jordan Hollow Suite 187, Lake Vanessa, HI 39147",2025-04-05T20:31:44,wire_transfer,,declined
545,5,"Clayton, Morgan and Munoz",111.6,"14922 Gentry Rapid Suite 728, South Davidmouth, AL 26913",2025-04-05T20:32:19,bill_payment,,declined
546,38,Warren-Davis,-21.9,"267 Michael Cliff, West Johnhaven, GA 72521",2025-04-05T20:44:43,refund,,pending
547,32,Wilcox LLC,2119.6,"15354 Erika Plains Suite 147, Nelsonchester, MS 18139",2025-04-05T21:37:22,p2p_transfer,,declined
548,39,West and Sons,1343.66,"9080 Anthony Mission, Gatesstad, LA 78698",2025-04-05T21:48:48,purchase,,pending
549,44,"Green, Morton and Gonzalez",1992.36,"2200 Guzman Hollow, Pettyton, AS 31671",2025-04-05T21:55:47,purchase,,declined
550,59,Rose-Thornton,-87.1,"32468 Fox Pines Apt. 152, Carrollview, MT 17517",2025-04-05T22:39:46,refund,,pending
551,54,"Ramirez, Perez and Williams",-57.66,"5498 Randy Ridge, Allenburgh, VI 15891",2025-04-05T22:40:24,refund,,pending
552,38,Hernandez-Martin,306.64,"5174 Snyder Roads Suite 100, Sanchezmouth, MN 42933",2025-04-05T22:43:34,atm_withdrawal,,declined
553,24,Hill-Baker,422.17,"876 Paula Fort, Port Melissa, IA 37214",2025-04-05T22:48:32,atm_withdrawal,,declined
554,6,Perez Ltd,1086.95,"884 Fisher Cape, Ryanville, AZ 10970",2025-04-05T22:53:17,purchase,,declined
555,48,"Fischer, Ross and Burch",4986.04,"911 Chandler Extension, Lake Megan, OH 45192",2025-04-05T23:04:34,wire_transfer,,declined
556,8,Newton-Hansen,427.53,"01298 Valerie Vista Apt. 024, Lake Sandra, CT 38337",2025-04-05T23:16:55,purchase,,declined
557,61,"Cline, Huerta and Bentley",1840.23,"70697 Cohen Lodge, Lake Ian, NC 82156",2025-04-05T23:32:58,purchase,,pending
558,22,Jackson-Cruz,1347.69,"61247 Hill Drives Suite 453, West Michelleview, VT 82583",2025-04-06T01:16:13,purchase,,declined
559,62,"Garrett, Beasley and Martinez",-145.39,"01976 Benjamin Row Apt. 282, Andreburgh, SD 65182",2025-04-06T01:21:11,refund,,pending
560,1,Maxwell Ltd,4495.43,"87786 Kevin Road, South Yvonneland, MA 50157",2025-04-06T01:37:38,wire_transfer,,declined
561,49,Morton-Schroeder,251.11,"USCGC Graves, FPO AP 26662",2025-04-06T02:13:16,atm_withdrawal,,declined
562,47,Henderson Group,-107.03,"96250 Jackson Corners Suite 956, Samanthaport, WA 83126",2025-04-06T02:24:46,refund,,pending
563,15,"Roth, Brown and Larson",739.97,"23310 Garcia Terrace, Holmesview, NY 14170",2025-04-06T02:28:12,bill_payment,,declined
564,27,"Yoder, Johnson and Smith",2262.15,"86686 Cunningham Burgs Suite 744, Foxfort, OK 62421",2025-04-06T02:53:01,wire_transfer,,declined
565,63,"French, Bryant and Singh",-404.63,"Unit 5925 Box 7144, DPO AP 34905",2025-04-06T02:58:03,refund,,pending
566,62,"Humphrey, Joseph and Kelley",564.68,"951 Kimberly Cliff, Greenemouth, NM 33473",2025-04-06T02:58:05,bill_payment,,declined
567,56,Russell-Bryant,-270.26,"9911 Tucker Overpass Apt. 629, Port Madeline, NM 17721",2025-04-06T02:58:07,refund,,pending
568,64,Davis-May,89.46,"90405 Holmes Rapids Suite 324, Millerhaven, OR 84349",2025-04-06T03:20:27,bill_payment,,declined
569,12,"Johnson, Perez and Meyer",-22.37,"496 Russell Cove Suite 097, North Xavierberg, MT 86871",2025-04-06T03:22:57,refund,,pending
570,50,Romero LLC,2528.14,"9499 Patrick Rapids Apt. 166, Port Deborahhaven, NV 43127",2025-04-06T03:23:56,wire_transfer,,declined
571,56,Drake and Sons,149.22,"270 York Cove Suite 135, Burnsview, PA 82128",2025-04-06T03:25:48,atm_withdrawal,,declined
572,37,Rowe-Ross,4198.7,"Unit 8246 Box 3631, DPO AP 36778",2025-04-06T03:27:32,p2p_transfer,,declined
573,44,Taylor-Austin,4892.42,"Unit 2760 Box 8751, DPO AA 09119",2025-04-06T04:03:17,p2p_transfer,,declined
574,70,Lee-Chaney,-314.01,"59146 Davis Ranch Suite 454, North Colton, FL 01107",2025-04-06T04:08:20,cancellation,366,pending
575,38,Rivera Ltd,4736.04,"99824 Shaw Wall, New Angela, OR 35856",2025-04-06T04:13:09,p2p_transfer,,declined
576,36,"Murphy, Harrington and Schmidt",-446.92,"9070 Robin Overpass Suite 322, Goodmanton, AR 43824",2025-04-06T04:24:33,refund,,pending
577,57,Parks-Mcconnell,2278.97,"1464 Dennis Cliffs, Danieltown, AL 05663",2025-04-06T04:35:42,wire_transfer,,declined
578,27,"Simpson, Williams and Young",-109.88,"2364 Leslie Stravenue, New Amyfort, VI 00515",2025-04-06T04:38:22,refund,,pending
579,39,Ferguson and Sons,-428.76,"5382 Natalie Crossroad Apt. 340, Maryhaven, WI 97384",2025-04-06T05:06:02,refund,,pending
580,43,Ramirez-Orozco,-463.7,"2561 Irwin Village Suite 356, Port Sabrina, FM 61900",2025-04-06T05:14:11,refund,,pending
581,57,Terry-Cruz,72.13,"9833 Nguyen Cape Suite 275, Zacharyview, WY 17684",2025-04-06T05:23:52,purchase,,pending
582,45,Robinson Group,2353.59,"8753 Emily Terrace, Lake Alexandertown, SC 60928",2025-04-06T05:31:38,p2p_transfer,,declined
583,13,Cruz-Downs,370.36,"75062 Cox Locks Apt. 213, West William, FM 64110",2025-04-06T05:40:29,atm_withdrawal,,declined
584,11,Potter-Anderson,4193.5,"6268 Kent Rue, Thomasland, TX 07413",2025-04-06T05:55:17,p2p_transfer,,declined
585,68,"Hernandez, Harris and White",2785.5,"391 Jackson Club, Port Samanthahaven, GU 24196",2025-04-06T06:10:09,p2p_transfer,,pending
586,11,"Nelson, Smith and Jordan",-107.12,"764 Charles Ford, Bradleyland, FM 53841",2025-04-06T06:20:15,refund,,pending
587,29,Snyder-Shaw,397.63,"5252 James Glen, South Tracybury, TX 13362",2025-04-06T06:53:10,p2p_transfer,,declined
588,6,"Patel, White and Walsh",2291.98,"1604 Mccoy Way, Amandafort, PA 59537",2025-04-06T06:54:51,wire_transfer,,declined
589,19,"Nelson, Willis and May",2206.38,"29466 Shannon Passage Apt. 011, New Dawn, SD 44978",2025-04-06T07:26:22,p2p_transfer,,declined
590,56,Hughes-Hoffman,-246.72,"70767 Stanley Stravenue, Lake Martinfurt, IA 33857",2025-04-06T07:31:08,refund,,pending
591,24,"Jacobson, Chang and Finley",108.95,"7723 Donna Pines, North Danielton, PR 25123",2025-04-06T07:55:43,bill_payment,,declined
592,19,Singh-Stewart,-78.35,"04796 May Park Apt. 167, East Justinfurt, MS 14221",2025-04-06T08:00:06,refund,,pending
593,23,Murray and Sons,-409.03,"8503 Kellie Street Suite 433, Port Stephanie, PA 96151",2025-04-06T08:26:14,refund,,pending
594,68,Carroll-Bailey,4038.39,"403 Barbara Field Apt. 750, Stantonland, GA 28554",2025-04-06T08:29:04,p2p_transfer,,pending
595,55,Bradshaw Group,396.88,"40804 William Row Suite 144, Russellburgh, DC 37540",2025-04-06T08:43:15,bill_payment,,declined
596,48,Curtis-Green,-110.54,"59540 Angel Pass Apt. 647, Port Jennifer, NH 56100",2025-04-06T08:45:23,refund,,pending
597,63,Booth-Oliver,142.02,"10369 West Brook Apt. 362, Lake Tammy, NE 38589",2025-04-06T08:49:17,purchase,,declined
598,45,Mclean Group,738.0,"214 Richard Estates, Kirkmouth, NY 35684",2025-04-06T09:48:03,purchase,,declined
599,44,Gardner-Marshall,180.24,"11592 Davis Mews Suite 691, Lake Wendy, MN 29760",2025-04-06T09:56:20,atm_withdrawal,,pending
600,72,"Wyatt, Howard and Winters",166.97,"86267 Casey Roads Apt. 661, Hatfieldport, FM 75906",2025-04-06T09:57:54,atm_withdrawal,,declined
601,20,"Perry, Sanders and Fleming",1288.2,"651 Hahn Greens Suite 450, Whitakerberg, GA 38435",2025-04-06T10:42:04,wire_transfer,,declined
602,9,Weber-Martin,759.92,"91989 Herman Orchard, Georgeberg, MS 11832",2025-04-06T10:44:25,purchase,,declined
603,56,Spencer-Skinner,-316.67,"Unit 2027 Box 4669, DPO AP 01270",2025-04-06T10:56:40,refund,,pending
604,31,"Owens, Cannon and Garcia",1191.14,"24411 Wright Hill, Veronicahaven, LA 70056",2025-04-06T11:14:59,purchase,,declined
605,38,"Martin, Harrison and Smith",215.59,"30487 Mark Row, Carrollbury, VT 50856",2025-04-06T11:33:43,atm_withdrawal,,declined
606,31,"Haley, Rodriguez and Sellers",1521.55,"07781 Hill Centers Apt. 452, Lake Christopher, MD 62645",2025-04-06T11:34:51,p2p_transfer,,declined
